name,7893107,7893526,7893543,7893569,7894089,7894095,7894169,7894284,7894637,7894965,7895018,7895094,7895240,7895609,7895704,7895985,7896470,7897520,7899813,7907964,7908779,7910587,7925444,7928046,7939559,7940580,7943577,7944769,7945069,7948364,7950117,7953901,7953914,7955117,7960177,7960819,7961532,7965108,7966343,7967658,7970905,7971615,7978776,7984405,8000897,8014650,8017840,8018093,8018095,8023382,8040774,8041519,8044605,8054758,8054771,8058570,8059674,8065550,8075785,8085253,8090030,8092455,8097435,8097468,8097827,8099029,8099449,8102751,8103362,8103802,8105605,8105647,8105741,8112302,8112801,8115895,8117435,8121041,8122840,8124455,8128716,8128886,8129454,8129985,8140463,8144949,8145889,8146637,8149500,8151747,8154047,8154215,8154223,8163712,8168115,8168886,8178802,8178811,8180214,8180282
GSM1037296,3.27081,6.29636,11.0876,3.88065,9.07261,7.16129,5.97489,10.4409,8.4636,6.74043,7.48677,8.2984,6.97056,5.32322,11.7766,10.3961,4.94874,7.80982,10.2146,7.91512,9.65587,3.19165,8.72846,6.50206,7.94101,7.38449,6.73564,7.60242,6.75943,12.1191,3.6496,10.5711,7.96062,3.43071,7.15288,4.76439,11.7225,2.99367,8.67584,8.68952,5.99919,7.48237,8.93258,6.07412,7.28245,9.47801,7.03842,5.11024,4.4668,9.60949,6.45527,6.73915,4.49595,8.38029,8.81202,6.56286,6.37214,6.20107,5.83673,4.22117,7.41937,5.6107,7.84532,7.00211,7.30716,7.27559,11.0019,8.85687,3.1708,3.22791,2.27598,6.92866,6.55221,7.12288,4.22886,8.36908,9.53176,3.255,5.2007,5.39002,11.2193,7.60314,5.97949,8.14426,11.1856,5.36718,7.18638,9.77288,3.99321,7.43346,3.6911,6.04761,6.16912,3.12952,6.89926,5.42731,12.0939,12.1644,5.84077,7.31473
GSM1037297,2.70668,5.49734,10.7325,2.89858,9.0103,6.80941,6.39396,10.7604,8.02336,6.97154,8.2419,8.64344,7.12102,5.7163,11.7265,10.7514,3.43189,7.62264,10.282,8.08049,9.45252,3.32909,8.71593,6.41,8.23372,7.35824,6.59894,7.53476,6.65697,12.1349,3.40906,9.58072,7.44626,3.47524,6.84836,4.71502,11.8311,2.81603,8.4135,8.73626,6.13305,7.34801,8.77835,5.97803,7.07982,9.58042,7.25377,5.30995,4.37476,9.47585,6.51114,6.69021,4.91087,8.02722,8.74815,6.53516,6.29286,6.15366,5.93772,3.90991,7.48081,5.49844,7.50687,6.49481,7.19696,6.9419,10.8383,8.53695,3.28525,3.14536,2.51879,6.86582,6.69154,7.03575,4.67376,8.30726,9.59596,2.76962,5.12513,5.16105,11.2488,7.39401,6.0101,8.11957,11.0169,4.88683,6.9815,9.78677,4.16258,7.34844,3.63519,6.29744,6.29382,2.434,6.43828,5.59528,12.0252,12.1965,5.103,7.11119
GSM1037298,3.05276,6.58236,10.8271,3.33602,9.28394,7.21462,6.73186,10.8283,8.50749,7.26604,7.64142,8.47767,7.03332,5.75459,11.6473,10.8388,5.17449,7.56258,10.0163,8.41258,9.5153,3.33277,8.8959,6.46599,8.23294,7.58518,6.62025,7.65638,7.07476,12.3428,3.70786,9.28711,7.31009,3.5408,6.66657,4.71334,11.6154,2.97911,8.77624,9.02499,6.20373,7.57241,8.98423,5.98051,6.94256,9.51219,6.95711,5.17326,4.78652,9.79686,6.3497,6.84814,5.8333,7.5556,8.83702,6.88461,6.12103,6.49143,5.74819,3.79854,7.719,5.21346,7.93031,6.60734,7.24081,7.00731,10.9925,9.01148,3.17067,3.19755,2.54797,6.90327,6.83753,6.88586,4.65417,8.27463,9.29252,3.16932,5.46764,4.85691,11.1888,7.62794,5.82792,8.40844,11.061,5.12305,7.2255,9.90444,4.428,7.35939,3.36491,6.69556,6.72395,2.6675,6.6529,5.65206,11.4784,11.441,5.55251,7.04199
GSM1037299,4.06415,6.20839,10.7144,3.40275,8.96513,6.757,5.92767,10.5097,7.86061,6.77955,8.35076,8.56731,7.1747,5.01478,11.6102,10.7897,3.91803,7.45177,10.2231,8.091,9.80019,3.09327,8.6126,6.56172,8.15759,7.52178,6.40237,7.41648,6.82202,12.1472,3.64114,10.1206,8.30208,3.40807,6.71199,5.23369,11.7565,2.89705,8.85446,9.00834,5.84822,7.57506,8.94161,5.86101,7.30048,9.46937,7.35574,5.13582,5.11661,9.77361,6.5871,6.82108,6.43663,9.02123,8.82896,6.55504,6.19119,6.39469,5.83346,4.12215,7.38842,5.5929,7.12129,6.36935,7.20942,7.04945,10.8577,8.43875,3.22128,3.44935,2.3665,6.96292,6.69122,6.73137,4.41281,8.39208,7.42872,2.88772,5.29976,5.13446,11.3598,7.74565,6.13427,8.22667,10.888,5.20094,7.0413,9.89141,4.52971,7.63359,3.5697,6.56189,6.51487,2.19485,6.85107,5.15052,11.7745,11.8101,5.33672,7.20546
GSM1037300,3.68179,6.45172,10.7259,3.70835,8.91285,7.21777,5.71687,10.8269,8.39964,7.06498,7.54458,8.42282,6.91184,4.5675,11.5694,10.5229,4.51742,7.55494,10.0171,8.17115,9.49464,3.4828,8.64915,7.70421,8.91269,7.42842,6.08044,7.60047,6.62374,12.0805,3.66984,9.20304,7.36885,3.27249,6.57183,4.47777,11.6061,2.99908,8.44998,8.95751,5.95862,7.65021,8.61244,6.09215,7.48448,9.38183,7.4307,4.9944,4.50302,9.45077,6.72736,6.6352,5.89735,8.68275,8.60041,6.67887,6.88434,6.77993,5.51677,4.1338,7.45066,5.97008,7.68584,6.59725,6.99302,6.89442,10.8022,8.6511,3.38053,3.34416,2.13025,6.85964,7.06146,6.93437,4.6763,8.34019,8.89432,2.81334,5.3435,5.06167,11.1754,7.64827,5.96685,8.20068,10.6469,5.29508,6.84654,9.56588,3.84007,7.43751,3.55664,6.72436,6.65756,2.44822,6.90136,5.14346,11.5797,11.6907,4.94236,6.93663
GSM1037301,3.43656,5.98378,10.7825,5.00716,9.2915,6.54424,6.14813,10.6527,7.89003,7.39974,7.78164,9.05767,7.5878,6.00557,11.7088,10.9404,4.49813,7.76383,10.2369,8.11044,9.50211,3.23624,8.70956,6.50902,7.95311,7.64906,6.19802,7.5882,6.89908,12.2173,4.03065,9.30809,7.82789,3.64616,6.53506,4.86978,11.8774,3.00353,8.85547,8.8753,6.27916,7.53324,8.67579,6.14043,7.05147,9.38259,7.18281,5.28601,4.854,9.68247,6.28289,6.72806,5.56487,7.76654,8.58104,6.42801,6.15833,6.38012,5.95373,3.91332,7.58427,5.43194,7.33326,6.6146,7.27479,7.07274,11.1746,8.55193,3.25496,3.27394,2.79272,6.83515,6.83509,6.81636,4.58482,8.29524,8.99601,2.86221,5.52313,5.31473,11.1388,7.84596,5.81694,8.34837,10.8895,5.41207,7.26122,9.594,4.43145,6.81082,3.44177,6.26969,6.39474,3.04125,7.01865,5.93914,12.1532,12.2715,6.11215,6.89719
GSM1037302,2.6596,5.33781,11.0409,4.26775,9.09655,6.94326,5.81032,10.5196,7.6985,7.51344,8.22289,8.71749,7.44219,5.15892,11.7714,10.644,4.23445,7.50736,10.3466,8.01943,9.5871,3.30822,8.51895,6.64172,8.55861,7.13854,6.41465,7.6812,6.76405,12.274,4.76951,9.36164,7.59768,3.82969,6.59375,4.31995,11.8042,2.96275,8.3181,9.13383,6.12066,7.10633,8.63837,5.97074,7.127,9.45386,7.5458,5.14042,4.72907,9.80341,6.58533,6.74527,4.82167,9.29123,8.39814,6.52893,6.13788,6.64087,6.00607,4.09282,7.44343,5.6277,7.41134,6.02903,7.32794,7.2743,11.0126,8.65639,3.41784,3.39701,2.4119,6.76286,7.03877,6.65311,4.59792,8.42283,8.72969,2.72994,4.92953,4.74512,11.2274,7.36552,6.10823,8.0185,10.7938,4.78377,7.23827,9.67819,4.2388,7.18561,3.47693,6.31734,6.51659,2.64877,6.58092,5.52147,11.3207,11.3442,6.00252,6.8704
GSM1037303,2.46008,6.76261,11.0968,3.69933,8.94419,7.16369,6.16683,10.9369,7.9039,6.78646,8.06261,8.58028,7.05541,5.2982,11.8208,10.6994,4.62953,7.81968,10.369,7.90487,9.66764,3.17993,8.46083,6.74776,8.18786,7.41105,6.89134,7.42326,6.86107,12.4137,3.8687,9.98252,7.93511,3.4325,7.03957,4.22573,11.6744,2.68899,8.32851,8.76237,6.23737,7.40484,8.90573,6.07086,6.85527,9.43145,7.31905,4.92128,4.43451,9.70845,6.51267,6.89408,5.8364,7.53501,8.69421,6.66837,6.23555,6.47627,5.93831,3.96867,7.55965,5.43362,7.4433,6.1638,7.26319,7.03291,11.1215,8.46099,3.36237,3.17582,2.48441,6.90615,6.80211,7.02979,4.71323,8.34969,9.10708,3.08991,5.07842,5.25171,11.3383,7.1958,5.79008,8.60021,11.0451,5.051,7.23069,9.81946,3.86219,7.23146,3.67501,6.59309,6.37978,2.5982,6.75107,4.70669,12.272,12.4134,6.01334,6.91758
GSM1037304,3.1386,4.99039,11.089,2.75602,8.41272,6.77124,5.34151,10.175,6.94306,7.44768,6.94509,8.38834,7.82901,5.13087,11.9306,10.4758,4.77253,7.49378,10.1306,7.40571,9.93791,3.22657,8.44574,5.90247,7.76365,7.72967,6.72212,7.88455,6.91674,12.071,3.76915,9.50675,7.75067,3.58358,6.85469,4.87062,11.8065,3.1455,7.90104,8.64256,5.69623,7.4224,8.92201,5.73804,6.61599,9.62215,6.94642,5.42907,4.82926,9.58238,6.6702,6.57736,6.24255,8.0612,8.53292,6.55157,6.06442,7.06381,6.05563,4.11524,7.48288,5.54449,7.09729,5.67775,7.30172,7.05683,11.0534,8.39274,3.16375,3.40698,2.31425,6.30339,6.6013,6.45152,4.35785,7.90086,8.58551,2.65817,5.47556,4.88598,11.2524,7.52368,5.83371,8.35409,11.0448,5.54178,7.23658,9.63021,3.78657,7.12767,3.47715,5.62513,6.27597,3.21888,6.48737,5.48777,11.8225,11.9962,6.07315,7.48109
